S. No.,Date,Region,Confirmed_Cases,Active_Cases,Cured/Discharged,Death
2195,29/07/2020,Goa,5287,1656,3595,36
2196,30/07/2020,Goa,5489,1666,3784,39
2197,31/07/2020,Goa,5704,1657,4005,42
2198,01/08/2020,Goa,5913,1657,4211,45
2199,02/08/2020,Goa,6193,1707,4438,48
2200,03/08/2020,Goa,6530,1809,4668,53
2201,04/08/2020,Goa,6816,1884,4876,56
2202,05/08/2020,Goa,7075,1901,5114,60
2203,06/08/2020,Goa,7423,2072,5287,64
2204,07/08/2020,Goa,7614,2095,5453,66
2205,08/08/2020,Goa,7947,2282,5595,70
2206,09/08/2020,Goa,8206,2332,5802,72
2207,10/08/2020,Goa,8712,2642,5995,75
2208,11/08/2020,Goa,9029,2741,6208,80
2209,12/08/2020,Goa,9444,2878,6480,86
2210,13/08/2020,Goa,9924,3194,6641,89
2211,14/08/2020,Goa,10494,3491,6912,91
2212,15/08/2020,Goa,10970,3720,7157,93
2213,16/08/2020,Goa,11339,3753,7488,98
2214,17/08/2020,Goa,11639,3760,7775,104
2215,18/08/2020,Goa,11994,3825,8058,111
2216,19/08/2020,Goa,12333,3861,8356,116
2217,20/08/2020,Goa,12675,3838,8713,124
2218,21/08/2020,Goa,13099,3910,9063,126
2219,22/08/2020,Goa,13484,3809,9540,135
2220,23/08/2020,Goa,13790,3631,10019,140
2221,24/08/2020,Goa,13999,3383,10472,144
2222,25/08/2020,Goa,14138,3081,10909,148
2223,26/08/2020,Goa,14530,3149,11224,157
2224,27/08/2020,Goa,15027,3351,11511,165
2225,28/08/2020,Goa,15483,3445,11867,171
2226,29/08/2020,Goa,16006,3535,12296,175
2227,30/08/2020,Goa,16553,3646,12729,178
2228,31/08/2020,Goa,17004,3635,13186,183
2229,01/09/2020,Goa,17418,3649,13577,192
2230,02/09/2020,Goa,18006,3962,13850,194
2231,03/09/2020,Goa,18642,4379,14059,204
2232,04/09/2020,Goa,19355,4782,14361,212
2233,05/09/2020,Goa,19863,4896,14747,220
2234,06/09/2020,Goa,20455,4945,15281,229
2235,07/09/2020,Goa,20829,4754,15839,236
2236,08/09/2020,Goa,21173,4501,16427,245
2237,09/09/2020,Goa,21630,4499,16875,256
2238,10/09/2020,Goa,22251,4833,17156,262
2239,11/09/2020,Goa,22890,5030,17592,268
2240,12/09/2020,Goa,23445,5104,18065,276
2241,13/09/2020,Goa,24185,5323,18576,286
2242,14/09/2020,Goa,24592,5173,19129,290
2243,15/09/2020,Goa,24898,4946,19648,304
2244,16/09/2020,Goa,25511,5102,20094,315
2245,17/09/2020,Goa,26139,5375,20445,319
2246,18/09/2020,Goa,26783,5612,20844,327
2247,19/09/2020,Goa,27379,5730,21314,335
2248,20/09/2020,Goa,28022,5920,21760,342
2249,21/09/2020,Goa,28429,5781,22297,351
2250,22/09/2020,Goa,28753,5667,22726,360
2251,23/09/2020,Goa,29343,5513,23462,368
2252,24/09/2020,Goa,29879,5646,23857,376
2253,25/09/2020,Goa,30552,5822,24347,383
2254,26/09/2020,Goa,31071,5614,25071,386
2255,27/09/2020,Goa,31574,5424,25759,391
2256,28/09/2020,Goa,31958,5097,26460,401
2257,29/09/2020,Goa,32396,4917,27072,407
2258,30/09/2020,Goa,32777,4577,27781,419
2259,01/10/2020,Goa,33418,4865,28125,428
2260,02/10/2020,Goa,33942,4977,28525,440
2261,03/10/2020,Goa,34455,5009,29004,442
2262,04/10/2020,Goa,34900,4923,29527,450
2263,05/10/2020,Goa,35328,4839,30033,456
2264,06/10/2020,Goa,35719,4803,30456,460
2265,07/10/2020,Goa,36238,4720,31050,468
2266,08/10/2020,Goa,36670,4749,31444,477
2267,09/10/2020,Goa,37102,4716,31902,484
2268,10/10/2020,Goa,37591,4783,32317,491
2269,11/10/2020,Goa,37934,4658,32777,499
2270,12/10/2020,Goa,38366,4656,33203,507
2271,13/10/2020,Goa,38674,4465,33698,511
2272,14/10/2020,Goa,39082,4316,34252,514
2273,15/10/2020,Goa,39438,4188,34731,519
2274,16/10/2020,Goa,39770,4084,35161,525
2275,17/10/2020,Goa,40091,3950,35610,531
2276,18/10/2020,Goa,40400,3827,36035,538
2277,20/03/2020,Gujarat,2,2,0,0
2278,21/03/2020,Gujarat,7,7,0,0
2279,22/03/2020,Gujarat,18,17,0,1
2280,23/03/2020,Gujarat,29,28,0,1
2281,24/03/2020,Gujarat,29,28,0,1
2282,25/03/2020,Gujarat,33,32,0,1
2283,26/03/2020,Gujarat,38,36,0,2
2284,27/03/2020,Gujarat,43,40,0,3
2285,28/03/2020,Gujarat,45,42,0,3
2286,29/03/2020,Gujarat,53,49,0,4
2287,30/03/2020,Gujarat,58,52,1,5
2288,31/03/2020,Gujarat,73,64,3,6
2289,01/04/2020,Gujarat,74,63,5,6
2290,02/04/2020,Gujarat,82,71,5,6
2291,03/04/2020,Gujarat,87,72,8,7
2292,04/04/2020,Gujarat,95,76,10,9
2293,05/04/2020,Gujarat,105,81,14,10
2294,06/04/2020,Gujarat,122,93,18,11
2295,07/04/2020,Gujarat,144,110,22,12
2296,08/04/2020,Gujarat,165,127,25,13
2297,09/04/2020,Gujarat,179,138,25,16
2298,10/04/2020,Gujarat,241,198,26,17
2299,11/04/2020,Gujarat,308,258,31,19
2300,12/04/2020,Gujarat,432,366,44,22
2301,13/04/2020,Gujarat,516,447,44,25
2302,14/04/2020,Gujarat,539,459,54,26
2303,15/04/2020,Gujarat,650,563,59,28
2304,16/04/2020,Gujarat,766,669,64,33
2305,17/04/2020,Gujarat,930,821,73,36
2306,18/04/2020,Gujarat,1099,972,86,41
2307,19/04/2020,Gujarat,1376,1230,93,53
2308,20/04/2020,Gujarat,1743,1575,105,63
2309,21/04/2020,Gujarat,1939,1737,131,71
2310,22/04/2020,Gujarat,2178,1949,139,90
2311,23/04/2020,Gujarat,2407,2125,179,103
2312,24/04/2020,Gujarat,2624,2254,258,112
2313,25/04/2020,Gujarat,2815,2423,265,127
2314,26/04/2020,Gujarat,3071,2656,282,133
2315,27/04/2020,Gujarat,3301,2837,313,151
2316,28/04/2020,Gujarat,3548,2992,394,162
2317,29/04/2020,Gujarat,3744,3129,434,181
2318,30/04/2020,Gujarat,4082,3358,527,197
2319,01/05/2020,Gujarat,4395,3568,613,214
2320,02/05/2020,Gujarat,4721,3750,735,236
2321,03/05/2020,Gujarat,5054,3896,896,262
2322,04/05/2020,Gujarat,5428,4096,1042,290
2323,05/05/2020,Gujarat,5804,4290,1195,319
2324,06/05/2020,Gujarat,6245,4496,1381,368
2325,07/05/2020,Gujarat,6625,4729,1500,396
2326,08/05/2020,Gujarat,7012,4878,1709,425
2327,09/05/2020,Gujarat,7402,5081,1872,449
2328,10/05/2020,Gujarat,7796,5233,2091,472
2329,11/05/2020,Gujarat,8194,5156,2545,493
2330,12/05/2020,Gujarat,8541,5248,2780,513
2331,13/05/2020,Gujarat,8903,5120,3246,537
2332,14/05/2020,Gujarat,9267,5139,3562,566
2333,15/05/2020,Gujarat,9591,5252,3753,586
2334,16/05/2020,Gujarat,9931,5290,4035,606
2335,17/05/2020,Gujarat,10988,6055,4308,625
2336,18/05/2020,Gujarat,11379,6221,4499,659
2337,19/05/2020,Gujarat,11745,6247,4804,694
2338,20/05/2020,Gujarat,12140,6378,5043,719
2339,21/05/2020,Gujarat,12537,6569,5219,749
2340,22/05/2020,Gujarat,12905,6644,5488,773
2341,23/05/2020,Gujarat,13268,6586,5880,802
2342,24/05/2020,Gujarat,13664,6666,6169,829
2343,25/05/2020,Gujarat,14056,6786,6412,858
2344,26/05/2020,Gujarat,14460,6936,6636,888
2345,27/05/2020,Gujarat,14821,6767,7139,915
2346,28/05/2020,Gujarat,15195,6708,7549,938
2347,29/05/2020,Gujarat,15562,6599,8003,960
2348,30/05/2020,Gujarat,15934,6343,8611,980
2349,31/05/2020,Gujarat,16343,6106,9230,1007
2350,01/06/2020,Gujarat,16779,5822,9919,1038
2351,02/06/2020,Gujarat,17200,5357,10780,1063
2352,03/06/2020,Gujarat,17617,4631,11894,1092
2353,04/06/2020,Gujarat,18100,4766,12212,1122
2354,05/06/2020,Gujarat,18584,4762,12667,1155
2355,06/06/2020,Gujarat,19094,4901,13003,1190
2356,07/06/2020,Gujarat,19592,5057,13316,1219
2357,08/06/2020,Gujarat,20070,5186,13635,1249
2358,09/06/2020,Gujarat,20545,5309,13956,1280
2359,10/06/2020,Gujarat,21014,5336,14365,1313
2360,11/06/2020,Gujarat,21521,5439,14735,1347
2361,12/06/2020,Gujarat,22032,5546,15101,1385
2362,13/06/2020,Gujarat,22527,5619,15493,1415
2363,14/06/2020,Gujarat,23038,5707,15883,1448
2364,15/06/2020,Gujarat,23544,5742,16325,1477
2365,16/06/2020,Gujarat,24055,5886,16664,1505
2366,17/06/2020,Gujarat,24577,5962,17082,1533
2367,18/06/2020,Gujarat,25093,6103,17430,1560
2368,19/06/2020,Gujarat,25601,6191,17819,1591
2369,20/06/2020,Gujarat,26141,6364,18159,1618
2370,21/06/2020,Gujarat,26680,6348,18694,1638
2371,22/06/2020,Gujarat,27260,6248,19349,1663
2372,23/06/2020,Gujarat,27825,6232,19909,1684
2373,24/06/2020,Gujarat,28371,6148,20513,1710
2374,25/06/2020,Gujarat,28943,6120,21088,1735
2375,26/06/2020,Gujarat,29520,6269,21498,1753
2376,27/06/2020,Gujarat,30095,6294,22030,1771
2377,28/06/2020,Gujarat,30709,6511,22409,1789
2378,29/06/2020,Gujarat,31320,6712,22800,1808
2379,30/06/2020,Gujarat,31938,6871,23240,1827
2380,01/07/2020,Gujarat,32557,7049,23662,1846
2381,02/07/2020,Gujarat,33232,7335,24030,1867
2382,03/07/2020,Gujarat,33913,7434,24593,1886
2383,04/07/2020,Gujarat,34600,7763,24933,1904
2384,05/07/2020,Gujarat,35312,7981,25406,1925
2385,06/07/2020,Gujarat,36037,8202,25892,1943
2386,07/07/2020,Gujarat,36772,8497,26315,1960
2387,08/07/2020,Gujarat,37550,8853,26720,1977
2388,09/07/2020,Gujarat,38333,9051,27289,1993
2389,10/07/2020,Gujarat,39194,9468,27718,2008
2390,11/07/2020,Gujarat,40069,9900,28147,2022
2391,12/07/2020,Gujarat,40941,10260,28649,2032
2392,13/07/2020,Gujarat,41820,10613,29162,2045
2393,14/07/2020,Gujarat,42722,10897,29770,2055
2394,15/07/2020,Gujarat,43637,11065,30503,2069
2395,16/07/2020,Gujarat,44552,11187,31286,2079
2396,17/07/2020,Gujarat,45481,11289,32103,2089
2397,18/07/2020,Gujarat,46430,11351,32973,2106
2398,19/07/2020,Gujarat,47390,11233,34035,2122
2399,20/07/2020,Gujarat,48355,11312,34901,2142
2400,21/07/2020,Gujarat,49353,11513,35678,2162
2401,22/07/2020,Gujarat,50379,11760,36423,2196
2402,23/07/2020,Gujarat,51399,11915,37260,2224
2403,24/07/2020,Gujarat,52477,12247,37978,2252
2404,25/07/2020,Gujarat,53545,12418,38849,2278
2405,26/07/2020,Gujarat,54626,12695,39631,2300
2406,27/07/2020,Gujarat,55822,13131,40365,2326
2407,28/07/2020,Gujarat,56874,13146,41380,2348
2408,29/07/2020,Gujarat,57982,13198,42412,2372
2409,30/07/2020,Gujarat,59126,13535,43195,2396
2410,31/07/2020,Gujarat,60285,13793,44074,2418
2411,01/08/2020,Gujarat,61438,14090,44907,2441
2412,02/08/2020,Gujarat,62463,14300,45699,2464
2413,03/08/2020,Gujarat,63562,14572,46504,2486
2414,04/08/2020,Gujarat,64585,14599,47478,2508
2415,05/08/2020,Gujarat,65599,14690,48376,2533
2416,06/08/2020,Gujarat,66669,14680,49433,2556
2417,07/08/2020,Gujarat,67699,14766,50350,2583
2418,08/08/2020,Gujarat,68768,14443,51720,2605
2419,09/08/2020,Gujarat,69869,14386,52855,2628
2420,10/08/2020,Gujarat,70965,14147,54166,2652
2421,11/08/2020,Gujarat,72031,14055,55304,2672
2422,12/08/2020,Gujarat,73163,14024,56444,2695
2423,13/08/2020,Gujarat,74318,14184,57421,2713
2424,14/08/2020,Gujarat,75408,14210,58467,2731
2425,15/08/2020,Gujarat,76480,14196,59538,2746
2426,16/08/2020,Gujarat,77559,14241,60553,2765
2427,17/08/2020,Gujarat,78680,14383,61512,2785
2428,18/08/2020,Gujarat,79710,14315,62595,2800
2429,19/08/2020,Gujarat,80802,14279,63703,2820
2430,20/08/2020,Gujarat,81942,14282,64823,2837
2431,21/08/2020,Gujarat,83107,14308,65946,2853
2432,22/08/2020,Gujarat,84311,14177,67267,2867
2433,23/08/2020,Gujarat,85523,14399,68243,2881
2434,24/08/2020,Gujarat,86624,14517,69212,2895
2435,25/08/2020,Gujarat,87691,14552,70231,2908
2436,26/08/2020,Gujarat,88805,14641,71236,2928
2437,27/08/2020,Gujarat,89994,14767,72282,2945
2438,28/08/2020,Gujarat,91179,14742,73475,2962
2439,29/08/2020,Gujarat,92452,14951,74525,2976
2440,30/08/2020,Gujarat,93734,15109,75636,2989
2441,31/08/2020,Gujarat,95009,15272,76731,3006
2442,01/09/2020,Gujarat,96300,15524,77756,3020
2443,02/09/2020,Gujarat,97629,15708,78887,3034
2444,03/09/2020,Gujarat,98888,15913,79929,3046
2445,04/09/2020,Gujarat,100213,16096,81055,3062
2446,05/09/2020,Gujarat,101533,16184,82273,3076
2447,06/09/2020,Gujarat,102844,16334,83419,3091
2448,07/09/2020,Gujarat,104179,16443,84631,3105
2449,08/09/2020,Gujarat,105509,16482,85907,3120
2450,09/09/2020,Gujarat,106804,16319,87352,3133
2451,10/09/2020,Gujarat,108133,16296,88688,3149
2452,11/09/2020,Gujarat,109465,16198,90103,3164
2453,12/09/2020,Gujarat,110809,16286,91343,3180
2454,13/09/2020,Gujarat,112174,16301,92678,3195
2455,14/09/2020,Gujarat,113500,16407,93883,3210
2456,15/09/2020,Gujarat,114834,16469,95138,3227
2457,16/09/2020,Gujarat,116183,16357,96582,3244
2458,17/09/2020,Gujarat,117547,16262,98029,3256
2459,18/09/2020,Gujarat,118926,15975,99681,3270
2460,19/09/2020,Gujarat,120336,16076,100974,3286
2461,20/09/2020,Gujarat,121768,16022,102444,3302
2462,21/09/2020,Gujarat,123175,16208,103648,3319
2463,22/09/2020,Gujarat,124605,16305,104964,3336
2464,23/09/2020,Gujarat,126007,16370,106285,3352
2465,24/09/2020,Gujarat,127379,16438,107574,3367
2466,25/09/2020,Gujarat,128787,16327,109079,3381
2467,26/09/2020,Gujarat,130229,16478,110358,3393
2468,27/09/2020,Gujarat,131646,16463,111777,3406
2469,28/09/2020,Gujarat,133057,16633,113008,3416
2470,29/09/2020,Gujarat,134461,16689,114344,3428
2471,30/09/2020,Gujarat,135842,16676,115727,3439
2472,01/10/2020,Gujarat,137232,16683,117099,3450
2473,02/10/2020,Gujarat,138583,16690,118433,3460
2474,03/10/2020,Gujarat,139893,16735,119683,3475
2475,04/10/2020,Gujarat,141236,16762,120987,3487
2476,05/10/2020,Gujarat,142538,16809,122233,3496
2477,06/10/2020,Gujarat,143865,16718,123638,3509
2478,07/10/2020,Gujarat,145200,16570,125111,3519
2479,08/10/2020,Gujarat,146673,16485,126657,3531
2480,09/10/2020,Gujarat,147789,16465,127786,3538
2481,10/10/2020,Gujarat,149032,16181,129304,3547
2482,11/10/2020,Gujarat,150253,15936,130760,3557
2483,12/10/2020,Gujarat,151434,15695,132173,3566
2484,13/10/2020,Gujarat,152603,15414,133615,3574
2485,14/10/2020,Gujarat,153761,15187,134990,3584
2486,15/10/2020,Gujarat,154936,14937,136404,3595
2487,16/10/2020,Gujarat,156121,14782,137733,3606
2488,17/10/2020,Gujarat,157312,14683,139012,3617
2489,18/10/2020,Gujarat,158473,14565,140282,3626
2490,12/03/2020,Haryana,14,14,0,0
2491,13/03/2020,Haryana,14,14,0,0
2492,14/03/2020,Haryana,14,14,0,0
2493,15/03/2020,Haryana,14,14,0,0
2494,16/03/2020,Haryana,14,14,0,0
2495,17/03/2020,Haryana,15,15,0,0
2496,18/03/2020,Haryana,16,16,0,0
2497,19/03/2020,Haryana,17,17,0,0
2498,20/03/2020,Haryana,17,17,0,0
2499,21/03/2020,Haryana,17,17,0,0
2500,22/03/2020,Haryana,21,21,0,0
2501,23/03/2020,Haryana,26,26,0,0
2502,24/03/2020,Haryana,26,15,11,0
2503,25/03/2020,Haryana,28,17,11,0
2504,26/03/2020,Haryana,30,19,11,0
2505,27/03/2020,Haryana,30,19,11,0
2506,28/03/2020,Haryana,33,21,12,0
2507,29/03/2020,Haryana,33,21,12,0
2508,30/03/2020,Haryana,33,16,17,0
2509,31/03/2020,Haryana,40,19,21,0
2510,01/04/2020,Haryana,43,22,21,0
2511,02/04/2020,Haryana,43,22,21,0
2512,03/04/2020,Haryana,43,22,21,0
2513,04/04/2020,Haryana,49,25,24,0
2514,05/04/2020,Haryana,49,25,24,0
2515,06/04/2020,Haryana,84,58,25,1
2516,07/04/2020,Haryana,90,64,25,1
2517,08/04/2020,Haryana,147,116,28,3
2518,09/04/2020,Haryana,147,116,28,3
2519,10/04/2020,Haryana,169,137,29,3
2520,11/04/2020,Haryana,177,145,29,3
2521,12/04/2020,Haryana,177,145,29,3
2522,13/04/2020,Haryana,185,153,29,3
2523,14/04/2020,Haryana,185,153,29,3
2524,15/04/2020,Haryana,199,162,34,3
2525,16/04/2020,Haryana,205,159,43,3
2526,17/04/2020,Haryana,205,159,43,3
2527,18/04/2020,Haryana,225,179,43,3
2528,19/04/2020,Haryana,225,179,43,3
2529,20/04/2020,Haryana,233,143,87,3
2530,21/04/2020,Haryana,254,124,127,3
2531,22/04/2020,Haryana,254,124,127,3
2532,23/04/2020,Haryana,262,119,140,3
2533,24/04/2020,Haryana,272,113,156,3
2534,25/04/2020,Haryana,272,113,156,3
2535,26/04/2020,Haryana,289,110,176,3
2536,27/04/2020,Haryana,289,110,176,3
2537,28/04/2020,Haryana,296,110,183,3
2538,29/04/2020,Haryana,310,98,209,3
2539,30/04/2020,Haryana,310,98,209,3
2540,01/05/2020,Haryana,313,101,209,3
2541,02/05/2020,Haryana,360,129,227,4
2542,03/05/2020,Haryana,360,129,227,4
2543,04/05/2020,Haryana,442,192,245,5
2544,05/05/2020,Haryana,517,257,254,6
2545,06/05/2020,Haryana,548,286,256,6
2546,07/05/2020,Haryana,594,327,260,7
2547,08/05/2020,Haryana,625,358,260,7
2548,09/05/2020,Haryana,647,360,279,8
2549,10/05/2020,Haryana,675,376,290,9
2550,11/05/2020,Haryana,703,393,300,10
2551,12/05/2020,Haryana,730,382,337,11
2552,13/05/2020,Haryana,780,427,342,11
2553,14/05/2020,Haryana,793,364,418,11
2554,15/05/2020,Haryana,818,368,439,11
2555,16/05/2020,Haryana,818,368,439,11
2556,17/05/2020,Haryana,887,360,514,13
2557,18/05/2020,Haryana,910,334,562,14
2558,19/05/2020,Haryana,928,316,598,14
2559,20/05/2020,Haryana,964,323,627,14
2560,21/05/2020,Haryana,993,331,648,14
2561,22/05/2020,Haryana,1031,335,681,15
2562,23/05/2020,Haryana,1067,345,706,16
2563,24/05/2020,Haryana,1131,365,750,16
2564,25/05/2020,Haryana,1184,403,765,16
2565,26/05/2020,Haryana,1184,403,765,16
2566,27/05/2020,Haryana,1305,464,824,17
2567,28/05/2020,Haryana,1381,525,838,18
2568,29/05/2020,Haryana,1504,604,881,19
2569,30/05/2020,Haryana,1721,762,940,19
2570,31/05/2020,Haryana,1923,932,971,20
2571,01/06/2020,Haryana,2091,1023,1048,20
2572,02/06/2020,Haryana,2356,1280,1055,21
2573,03/06/2020,Haryana,2652,1560,1069,23
2574,04/06/2020,Haryana,2954,1842,1089,23
2575,05/06/2020,Haryana,3281,1123,2134,24
2576,06/06/2020,Haryana,3597,1439,2134,24
2577,07/06/2020,Haryana,3952,1794,2134,24
2578,08/06/2020,Haryana,4448,2286,2134,28
2579,09/06/2020,Haryana,4854,2681,2134,39
2580,10/06/2020,Haryana,5209,3030,2134,45
2581,11/06/2020,Haryana,5579,3339,2188,52
2582,12/06/2020,Haryana,5968,3644,2260,64
2583,13/06/2020,Haryana,6334,3789,2475,70
2584,14/06/2020,Haryana,6749,3868,2803,78
2585,15/06/2020,Haryana,7208,4117,3003,88
2586,16/06/2020,Haryana,7722,4057,3565,100
2587,17/06/2020,Haryana,8272,4406,3748,118
2588,18/06/2020,Haryana,8832,4750,3952,130
2589,19/06/2020,Haryana,9218,4528,4556,134
2590,20/06/2020,Haryana,9743,4710,4889,144
2591,21/06/2020,Haryana,10223,4946,5128,149
2592,22/06/2020,Haryana,10635,4918,5557,160
2593,23/06/2020,Haryana,11025,4940,5916,169
2594,24/06/2020,Haryana,11520,4844,6498,178
2595,25/06/2020,Haryana,12010,4897,6925,188
2596,26/06/2020,Haryana,12463,4885,7380,198
2597,27/06/2020,Haryana,12884,4657,8016,211
2598,28/06/2020,Haryana,13427,4737,8472,218
2599,29/06/2020,Haryana,13829,4689,8917,223
2600,30/06/2020,Haryana,14210,4476,9502,232
2601,01/07/2020,Haryana,14548,4340,9972,236
2602,02/07/2020,Haryana,14941,4202,10499,240
2603,03/07/2020,Haryana,15509,4239,11019,251
2604,04/07/2020,Haryana,16003,4057,11691,255
2605,05/07/2020,Haryana,16548,4031,12257,260
2606,06/07/2020,Haryana,17005,3796,12944,265
2607,07/07/2020,Haryana,17504,3893,13335,276
2608,08/07/2020,Haryana,17999,4075,13645,279
2609,09/07/2020,Haryana,18690,4302,14106,282
2610,10/07/2020,Haryana,19369,4572,14510,287
2611,11/07/2020,Haryana,19934,4740,14904,290
2612,12/07/2020,Haryana,20582,4891,15394,297
2613,13/07/2020,Haryana,21240,4956,15983,301
2614,14/07/2020,Haryana,21894,4984,16602,308
2615,15/07/2020,Haryana,22628,5226,17090,312
2616,16/07/2020,Haryana,23306,5320,17667,319
2617,17/07/2020,Haryana,24002,5495,18185,322
2618,18/07/2020,Haryana,24797,5752,18718,327
2619,19/07/2020,Haryana,25547,5885,19318,344
2620,20/07/2020,Haryana,26164,6022,19793,349
2621,21/07/2020,Haryana,26858,6277,20226,355
2622,22/07/2020,Haryana,27462,6146,20952,364
2623,23/07/2020,Haryana,28186,6117,21697,372
2624,24/07/2020,Haryana,28975,6348,22249,378
2625,25/07/2020,Haryana,29755,6420,22953,382
2626,26/07/2020,Haryana,30538,6495,23654,389
2627,27/07/2020,Haryana,31332,6556,24384,392
2628,28/07/2020,Haryana,32127,6684,25046,397
2629,29/07/2020,Haryana,32876,6712,25758,406
2630,30/07/2020,Haryana,33631,6798,26420,413
2631,31/07/2020,Haryana,34254,6497,27340,417
2632,01/08/2020,Haryana,34965,6317,28227,421
2633,02/08/2020,Haryana,35758,6250,29080,428
2634,03/08/2020,Haryana,36519,6396,29690,433
2635,04/08/2020,Haryana,37173,6263,30470,440
2636,05/08/2020,Haryana,37796,6122,31226,448
2637,06/08/2020,Haryana,38548,6133,31960,455
2638,07/08/2020,Haryana,39303,6205,32640,458
2639,08/08/2020,Haryana,40054,6143,33444,467
2640,09/08/2020,Haryana,40843,6338,34031,474
2641,10/08/2020,Haryana,41635,6371,34781,483
2642,11/08/2020,Haryana,42429,6448,35492,489
2643,12/08/2020,Haryana,43227,6645,36082,500
2644,13/08/2020,Haryana,44024,6827,36694,503
2645,14/08/2020,Haryana,44817,6820,37486,511
2646,15/08/2020,Haryana,45614,6748,38348,518
2647,16/08/2020,Haryana,46410,6943,38939,528
2648,17/08/2020,Haryana,47153,7014,39601,538
2649,18/08/2020,Haryana,48040,6880,40610,550
2650,19/08/2020,Haryana,48936,7081,41298,557
2651,20/08/2020,Haryana,49930,7307,42056,567
2652,21/08/2020,Haryana,50926,7555,42793,578
2653,22/08/2020,Haryana,52129,8131,43413,585
2654,23/08/2020,Haryana,53290,8680,44013,597
2655,24/08/2020,Haryana,54386,8961,44822,603
2656,25/08/2020,Haryana,55460,9442,45405,613
2657,26/08/2020,Haryana,56608,9489,46496,623
2658,27/08/2020,Haryana,58005,9758,47613,634
2659,28/08/2020,Haryana,59298,9962,48690,646
2660,29/08/2020,Haryana,60596,10225,49710,661
2661,30/08/2020,Haryana,61987,10606,50711,670
2662,31/08/2020,Haryana,63282,10980,51620,682
2663,01/09/2020,Haryana,64732,11371,52672,689
2664,02/09/2020,Haryana,66426,11885,53835,706
2665,03/09/2020,Haryana,68218,12622,54875,721
2666,04/09/2020,Haryana,70099,13470,55889,740
2667,05/09/2020,Haryana,71983,14053,57171,759
2668,06/09/2020,Haryana,74272,14911,58580,781
2669,07/09/2020,Haryana,76549,15692,60051,806
2670,08/09/2020,Haryana,78773,16333,61611,829
2671,09/09/2020,Haryana,81059,16890,63315,854
2672,10/09/2020,Haryana,83353,17328,65143,882
2673,11/09/2020,Haryana,85944,18332,66705,907
2674,12/09/2020,Haryana,88332,18875,68525,932
2675,13/09/2020,Haryana,91115,19446,70713,956
2676,14/09/2020,Haryana,93641,20079,72587,975
2677,15/09/2020,Haryana,96129,20417,74712,1000
2678,16/09/2020,Haryana,98622,20430,77166,1026
2679,17/09/2020,Haryana,101316,21334,78937,1045
2680,18/09/2020,Haryana,103773,21014,81690,1069
2681,19/09/2020,Haryana,106261,21291,83878,1092
2682,20/09/2020,Haryana,108952,21682,86150,1120
2683,21/09/2020,Haryana,111257,21411,88697,1149
2684,22/09/2020,Haryana,113075,21014,90884,1177
2685,23/09/2020,Haryana,114870,19888,93776,1206
2686,24/09/2020,Haryana,116856,19276,96347,1233
2687,25/09/2020,Haryana,118554,18889,98410,1255
2688,26/09/2020,Haryana,120578,18032,101273,1273
2689,27/09/2020,Haryana,122267,17149,103827,1291
2690,28/09/2020,Haryana,123782,16485,105990,1307
2691,29/09/2020,Haryana,125412,15670,108411,1331
